id,name_tejary,goroh_daroei,goroh_darmani,name_farsi,shekl_daroei,masraf_hamelegi,mavared_masraf,mizan_masraf,mavared_mane,avarez_janebi,tavajohat,amozesh,description,sharayet_negah,nokte
361,Sorbilax,ملین هیپراسموتیک,ضد یبوست,سوربيتول,پودر,گروه C,درمان یبوست,محلول 30 % به عنوان جایگزین گلوکز در تغذیه وریدی,در افراد دچار عدم تحمل فروکتوز,"دل درد , اسهال",مورد خاصی وجود ندارد.,مورد خاصی وجود ندارد.,SORBITOL,در دمای اتاق نگهداری شود.,---
362,Eldoqin,مهار سنتز ملانین,ضد کک و مک,هيدروکینون,پودر,مطالعه نشده است.,"برای درمان کک و مک و لک موضعی و کلواسمای حاملگی , ملاسما و لکه های تیره و قهوه ای ناشی از نور آفتاب در سوختگی (تغییر رنگ پوست صورت)",غلظت معمولی آن 2% می باشد.,"در اطراف چشم , مناطق سوختگی ناشی از نور آفتاب , تحریکات پوستی و در کودکان کمتر از 12 سال",سوزش و حساسیت موضعی,این دارو در برابر نور یا هوا تیره می شود.بنابر این به بیمار توصیه می شود یا از نور آفتاب پرهیز کند یا اینکه در عصر و شب دارو را استفاده کند.,برای استفاده مناسب ابتدا روی پوست ناحیه ساعد به اندازه یک سکه تست شود.,HYDROQUINONE,"دارو پودر سفید رنگ است , دارو دور از نور نگهداری شود.",---
363,Merocar,مهار کننده (COA - HMG),ضد چربی,لوواستاتين,قرص 20 میلی گرمی,گروه X,درمان هیپرلپیدمی ( افزایش چربی خون ),1 تا 2 قرص روزانه تا 80 میلی گرم روزانه می توان استفاده کرد.,"حساسیت شدید دارویی , دوره حاملگی و شیر دهی , نارسایی کبدی","سردرد , ضایعات پوستی , تهوع , استفراغ , درد سینه , تاری دید , درد مفاصل و عضلات, سرگیجه",تست های کبدی باید انجام شود. بهتر است توصیه کنید سب ها همراه غذا مصرف شود.,این دارو به همراه غذا میل شود. بیمار می بایست رژیم غذایی مربوطه را در کاهش چربی های خون مراعات کند.,LOVASTATIN,در دمای معمولی نگهداری شود.,---
364,Lipitor,مهار کننده 3 هیدروکسی 3 متیل گلوتاریل کوآنزیم A,ضد چربی خون ( کاهش LDL و کلسترول کامل),آتور واستاتين,"قرص 10, 20 , 40 میلی گرمی",گروه X,"درمان چربی خون , کاهش کلسترول وتریگلسیرید نوع اولیه و فامیلی",ابتدا با 10 میلی گرم شروع می شود و میتواند تا 80 میلی گرم افزایش یابد.,بیماری و نارسایی کبدی و دوران حاملگی و شیر دهی ممنوعیت مصرف دارد.,"سر درد , ضایعات جلدی , درد شکم , اسهال , درد کمر , سینوزیت و علائم آنفولانزا","در جواب دهی به درمان , سطح LDL اندازه گیری شود. این مورد دو هفته بعد از شروع درمان باید انجام شود. تست های کبدی تا 6 تا 12 هفته باید کنترل شود.",دارو را می توان قبل و یا بعد از غذا مصرف کرد. بیمار باید یاد بگیرد از روش های دیگر کم کردن چربی و وزن استفاده کند : مثل ورزش های منظم و محدودیت مصرف مواد غذایی.,ATROVASTATIN,دارو را باید در درجه حرارت 20 تا 25 درجه نگهداری کرد.,---
365,Precose,مهار کننده آلفا کلوکوزیداز,ضد دیابت (بیماری قند),آکاربوز,قرص 50 و 100 میلی گرمی,گروه  B,درمان کمکی در دیابت می باشد,بالغین 25 میلی گرم 3 بار در روز که قابل افزایش است,"حساسیت به دارو , بیماری سیروز کبدی و کتواسیدوز دیابتی , بیماری التهابی روده , زخم روده بزرگ , نارسایی کلیه , حاملگی و شیر دهی (با احتیاط)","درد شکم , اسهال , نفخ",دارو باید در آغاز غذا مصرف شود.,"در صورت بروز عارضه گوارشی به پزشک مراجعه شود , وزن کردن منظم نیز توصیه می شود.",ACARBOSE,در دمای 15 تا 30 درجه نگهداری شود.,"این دارو با دارو های قلبی , کورتیکو استروئید , قرص"
366,Lescol,مهار کننده آنزیم,ضد چربی,فلوواستاتين,کپسول 20 میلی گرمی,گروه X,بالا بودن چربی خون (هیپرکلسترولمی),یک تا 2 قرص یک بار در روز,حساسیت شدید دارویی,"سردرد , ضایعات پوستی , اسهال , تهوع , دل درد , سرفه , سینوزیت , ضعف عمومی",تست های کبدی به طور دوره ای انجام شود. بهتر است دارو را شب قبل از خواب مصرف کنید.,این دارو را می توان با غذا مصرف کرد. در حین حاملگی دارو را مصرف نکنید.,FLUVASTATIN,در دمای اتاق نگهداری شود.,---
367,Trasyiol,مهار کننده آنزیم پروتئولیتیک,هموستاز(ضد خونریزی),آپروتينين,تزریقی,گروه B,خونریزی ناشی از فیبرینولیز و التهاب پانکراس,جهت پیش گیری (پروفیلاکسی) 200 هزار واحد قبل از جراحی از راه وریدی و سپس 200 هزار واحد  در حین جراحی و پس از آن هر 4 ساعت همین اندازه لازم است و برای درمان 500 هزار واحد در هر ساعت تکرار شود.,"حساسیت شدید دارویی , نارسایی کلیوی","ایست قلبی , آمبولی مغزی , نارسایی قلبی , سکته مغزی , نا رسایی کلیه",مصرف آن فقط در بیماران با پیوند عروق کرونر قلب توصیه می شود.,مورد خاصی وجود ندارد.,APROTININ,دمای 2 تا 25 درجه توصیه می شود.,این دارو از طریق ورید مرکزی انفوزیون می شود.
368,Vasotec,مهار کننده آنزیم تبدیل کننده آنژیوتانسین,ضد فشار خون,انالاپريل,قرص 5 و 20 میلی گرمی,گروه C,"درمان فشار خون خفیف تا شدید , نارسایی احتقانی قلب و اختلال عملکرد کلیوی",در شروع 5 میلی گرم یک بار در روز و سپس قابل تنظیم می باشد.,حساسیت شدید دارویی,"سردرد , ضایعات جلدی , تهوع , اسهال , خستگی , سرفه , مشکلات خونی",تست های خونی باید به صورت منظم تکرار شود. آزمایشهای اسید اوریک یا گلوگز خون و سلول های خونی تغییر می یابد.  علائم حیاتی بیمار باید کنترل شود.سرفه خشک از جمله عوارض دارو است.,در صورت علائم آزار دهنده گلو درد و تب یا تورم لب به پزشک اطلاع داده شود.,ENALAPRIL,در دمای معمولی نگهداری شود.,---
369,Zestril,مهار کننده آنزیم تیدیل کننده آنژیوتانسین,"ضد فشار خون , گشاد کننده عروق",ليزينوپريل,قرص,گروه C,"فشار خون بالا , گشاد کننده عروق در نارسایی احتقانی قلب, انفارکتوس حاد میوکارد (سکته قلبی)",10 میلی گرم یک بار در روز,"حساسیت شدید دارویی , نارسایی کلیه و کبد","واکنش شدید حساسیتی , کاهش شدید فشار خون, عوارض کلیوی, عوارض خونی شدید , درد قلبی, سر درد , سرگیجه , تهوع , ضایعات جلدی شدید , حساسیت به نور , ضعف عمومی",مصرف دیورتیک باید قطع شود. فشار خون بعد از مصرف دارو شدید خواهد شد.,بهتر است میزان دارو نصف شود و طی 2 مرحله استفاده شود. از رانندگی و کارهای دقیق بعد از مصرف دارو اجتناب شود. مصرف چای زیاد و نوشابه ها همراه دارو ممنوع است.,LISINOPRIL,در دمای معمولی نگهداری شود.,---
370,Lopurin,مهار کننده آنزیم گزانتین اکسیداز,ضد نقرس,آلو پورينول,قرص 100 و 300 میلی گرمی,گروه C,"نقرس که یک نوع آرتریت مرتبط با افزایش اسیداوریک است و درمان عوارض کلیوی نقرس , سنگ های کلیوی اگزالات کلسیم",200 تا 300 میلی گرم روزانه  و در موارد شدید 400 تا 600 میلی گرم در روز,"حساسیت مفرط , هموکروماتوز ولی در موارد حاملگی و شیر دهی و نارسیایی کلیه و حمله حاد نقرس با احتیاط مصرف شود.","سردرد , گزگز دست و پا , راش , عارضه خونی , کهیر و تهوع",قبل و در حین درمان آزمایش خون انجام دهید.,بعد از غذا دارو مصرف شود . بهتر است در طول درمان بیمار از غذا های قلیایی استفاده کند. در صورت بروز عوارض به پزشک مراجعه شود.,ALLO PURINOL,در دمای 15 تا 30 درجه نگهداری شود.,---
371,AK-ZOL,مهار کننده آنزیم کربنیک آنهیدراز,"ضد گلوکوم , ضد تشنج , ضد ادم",استازولاميد,"قرص و آمپول , قرص 250 میلی گرمی , تزریقی 500 میلی گرمی",گروه C,"کلوکوم (آب سیاه ) چشم (با زاویه باز) درمان نارسایی قلبی و ادم آن , بیماری حاد ارتفاع تشنج میکلونیک) , جلوگیری از سنگ سازی کلیوی","در گلوکوم چشمی  250 میلی گرم خوراکی 1 تا 4 بار در روز در ادم قلبی 250 تا 375 میلی گرم 1 تا 2 روز در میان ,  در تشنج 8 تا 30 میلی گرم به ازای هر کیلو گرم وزن حداکثر یک گرم روزانه مصرف شود.","حساسیت دارویی ,گلوکوم با زاویه بسته , کاهش سدیم و پتاسیم بدن , بیماری کبدی , نارسایی غده فوق کلیه.","درد محل تزریق , مهمترین عارضه آن کم خونی و کاهش گلوبول سفید (WBC) , خواب آلودگی",فشار داخل چشم بیمار را کنترل کنید.,"دارو را صبح ها مصرف کنید , وزن خود را مرتب اندازه گیری کنید.",ACETAZOLAMID,هر چند در مخلوط شدن با آب تا یک هفته حفظ میشود ولی بهتر است فقط 24 ساعت اول از آن استفاده شود . در دمای اتاق نگهداری شود.,تزریق وریدی (IV) بر تزریق عضلانی (IM) ارجح است.
372,Fosamax,مهار کننده باز جذب عملکرد سلول های استخوانی,ضد پوکی استخوان,آلندورنت,قرص,گروه C,"درمان پوکی استخوان (استئوپورز) در سن یائسگی , بیماری پاژه استخوانی (بیماری شبیه دوره سالمندی , استخوان ها دچار تغییرات در میزان مواد معدنی می شوند.",قرص های روزانه 10 میلی گرمی,"هیپوکلسمی , نارسایی کلیه منع مصرف دارد ولی در مشکلات گوارشی با احتیاط مصرف شود.","سر درد , نفخ , درد عضلانی - استخوانی , زخم مری","با آنتی اسید مصرف نشود , این دارو باعث علائم گوارشی می شود به ویژه هنگامی که با داروهای ضد درد غیر اسروئیدی مصرف شود.","تا نیم ساعت بعد از مصرف بیمار نخوابد , نیم ساعت قبل از قضا دارو را مصرف نماید , بین مصرف دارو و غذای حاوی کلسیم باید حداقل 2 ساعت فاصله باشد.",ALENDRONATE,در جای خشک و خنک نگهداری شود.,---
373,Losec,مهار کننده پمپ هیدروژن,ضد ترشح اسید معده,امپرازول,کپسول,گروه C,"در درمان زخم معده یا افزایش ترشح اسید معده , ترش کردن , زخم روده",در زخم روده 1 تا 2 قرص روزانه به مدت 4 هفته و در زخم معده 8 هفته,"حساسیت شدید دارویی , نارسایی کبد و نارسایی کلیه","سردرد , سرگیجه , بی قراری , افسردگی , تاری دید , مشکل کلیوی",توصیه کنید دارو قبل از صبحانه میل شود.ممکن است با درد عضلانی یا مفصلی همراه شود.,دارو بهتر است قبل از غذا مصرف شود. همزمان با آنتی اسید هم می توان میل کرد.,OMEPRAZOLE,در جای خشک و خنک مگهداری شود.,---
374,Capoten,مهار کننده تبدیل کننده آنژیوتانسین,کنترل فشار خون و گشاد کننده عروق,کاپتوپريل,قرص 25 و 50 میلی گرمی,گروه C,"فشار خون , نارسایی قلب , اختلال عملکرد بطن چپ قلب , ضایعات کلیوی , دیابت قندی",12.5 تا 25 میلی گرم وبار در روز,حساسیت شدید دارویی  و سابقه بروز حساسیت (آنژیوادم),"کاهش فشار خون , اختلال در حس چشایی, سرگیجه , مشکل خونی",بیمار ممکن است دچار مشکلات خونی شود آزمایش ضروری است.,دارو را یک سات قبل از غذا مصرف استفاده کنید.درهنگام مصرف بار اول تا 3 ساعت پس از مصرف در بستر بخوابد. در  صورت بروز ضایعات جلدی و تورم  گلو و دست و پا به پزشک مراجعه شود.,CAPTOPRIL,در دمای معمولی نگهداری شود.,---
375,Prozac,مهار کننده جذب سروتونین,"ضد افسردگی , ضد وسواس",فلوکستين,"کپسول , شربت , قرص 20 میلی گرمی",گروه C,"در افسردگی , پر خوری عصبی , اختلالات خلقی قبل از قاعدگی و حملات ترس",با یک کپسول 20 میلی گرمی شروع و بعد از 3 هفته می توان میزان آن را زیاد کرد.,"حساسیت شدید دارویی , نارسایی کلیه و کبد و در بیماران با تشنج با احتیاط استفاده شود.","اضطراب , بی خوابی , اسهال , تهوع , تمایل به خودکشی , اختلال عملکرد کلیوی , تحریک پذیری, راش پوستی , اختلال جنسی, درد عضله و مفصل",تست های کلیوی در حین درمان انجام شود. بیمار به صورت هفتگی وزن شود.,"دارو را صبح ها استفاده کنید. احتمال کاهش قند خون وجود دارد, آژمایش  قند بدهید. به بیمارن تشنجی تذکر دهید که ممکن است عارضه تکرار شود.",FLUOXETINE,در دمای اتاق نگهداری شود.,---
376,Zantac,مهار کننده گیرنده  اچ - 2,ضد زخم معده,رانيتيدين,قرص و آمپول,گروه B,"زخم های معده و دوازدهه , برگشت مواد اسید معده به مری, زخم مری",میزان مصرف آن 2 قرص روزانه می باشد.,حساسیت شدید دارویی,"سردرد , سر گیجه , اسهال , درد عضلانی , مشکلات خونی",بهتر است 2 ساعت قبل از غذا مصرف شود.میزان تجویز در نارسایی کلیه کاهش یابد. تجویز B12  در درمان دراز مدت ضروری است . تست های کبدی ضروری است.,دارو منظم استفاده شود.,RANITIDINE,در دمای اتاق نگهداری شود.,---
377,Bretylol,مهار کننده گیرنده آدرنرژیک ها,درمان آریتمی قلب,برتيليوم توسيلات,آمپول 50 میلی گرمی,گروه C,"بی نظمی های ریتم قلبی به ویژه نوع بطنی (تاکیکاردی بطنی , فیبریلاسیون بطنی) در احیاء قلب و ریه ( نوع پیشرفته)","در درمان شوک های قلبی و احیاء 5 میلی گرم از فم رقیق نشده برتیلیوم به ازای هر کیلو گرم و در درمان های عادی 5 تا 10 میلی گرم از آن به ازای هر کیلو گرم , رقیق شده طی چند دقیقه ( 8 دقیقه ) انفوزیون شود.",در مسمومیت با قرص یا آمپول دیگوکسین ممنوع است.,"کاهش فشار خون , سر گیجه , تهوع , استفراغ"," فشار خون , تعداد ضربان قلب و ریتم قلب را کنترل کنید.",وضعیت بیمار از نظر نحوه قرار گرفتن روی تخت مورد توجه قرار بگیرد.,BRETLYUM TOSYLATE,در دمای اتاق نگهداری شود.,---
378,Migranal,مهار کننده گیرنده آلفا,"تنگ کننده عروق محیطی , ضد درد",دي هيدروارگوتامين,قرص 1.5 و 2.5 میلی گرمی  و  آمپول 1 میلی گرمی,گروه X,"سردرد های حمله ای میگرنی , سردرد خوشه ای و سردرد های مزمن",1 تا 2 قرص و تکرار آن هر 30 دقیقه و یا 1 میلی گرم آمپول از راه عضلانی,"بیماران عروق محیطی و در حاملگی منع مصرف دارد, همچنین در بیماری شریان کرونر و فشار خون بالا که تحت کنترل نیست ممنوعیت مصرف دارد.","سرگیجه , استفراغ , تهوع , اختلال دید , خشکی دهان , تورم در دست و پا","در صورت بروز تهوع , استفراغ , درد و ضعف  اندام به فکر مسمومیت دارویی باشید. این دارو اغلب در آغاز سردرد مفید تر است.",دست و پا را گرم نگهدارید. میزان مصرف دارو را تغییر ندهید. مصرف همزمان ارگوتامین با اریترومایسین ممنوع است.,DIHYDRO ERGOTAMINE,در دمای معمولی نگهداری شود.,---
379,. . . . . . . . .,مهار کننده گیرنده آلفا2,ضد ناتوانی جنسی مردان,يوهيمبين,قرص 2 میلی گرمی,مورد بحث نیست.,درمان ناتوانی جنسی ناشی از اختلال نعوظ در مردان البته هنوز ( FDA) که سازمان مجوز دهنده دارو و غذا در آمریکا است مجوز مصرف آن را نداده است.,"4 , 5 ,6 میلی گرم 3 بار در روز","حساسیت شدید دارویی , نارسایی کبد و کلیه , و در سالمندان و زنان","بی قراری , تحریک پذیری و لرزش دست , عصبانیت",این دارو با ضد افسردگی ها تداخل دارد. ممکن است فشار خون فرد را افزایش دهد.,"بالا رفتن فشار خون و سیخ شدن مو و تپش قلب جزء علائم مسمومیت دارویی است, به پزشک اطلاع دهید.",YOHIMBINE,در دمای اتاق نگهداری شود.,---
380,Brevibloc,مهار کننده گیرنده بتا,ضد آریتمی قلب,اسمولول,تزریقی,گروه C,درمان آریتمی بطنیدر تاکیکاردی بالای بطن,میزان اولیه 500 میکروگرم به ازای هر کیلوگرم وزن بدن بیمار طی یک دقیقه و میزان نگهدارنده 500 میکروگرم به ازای هر کیلوگرم به مدت 4 دقیقه,در صورت بلوک قلبی درجه 2 و 3 و کم کاری تعداد ضربان قلب و نارسایی احتقانی قلب ممنوع است.,"کاهش فشار خون , خستگی , عصبانیت , تعریق , گیجی",قبل از تزریق رقیق شود. قبلاز تزریق داروی دیگری با آن مخلوط نشود.,در صورت وجود بریدکاری و سرگیجه شدید یا خواب آلودگی به پزشک  مراجعه شود زیرا علامتی برای مسمومیت محسوب می شود.,ESMOLOL,در دمای اتاق نگهداری شود.,---
381,Timoptic,مهار کننده گیرنده بتا,ضد آب سیاه چشم,تيمولول چشمي,قطره استریل چشمی,گروه C,برای کاهش فشار داخل کره چشم,1 تا 2 قطره چشمی,"حساسیت شدید دارویی , آسم , بیماری ریوی","تهوع , سرگیجه , خستگی, کاهش فشار خون, ضایعات جلدی",داروی چشمی می تواند جذب عمومی داشته باشد. تنگی نفس در صورت جذب سیستمیک بروز میکند.,احتمال حساسیت موضعی و سوزش در چشم بالاست.,TIMOLOL,در دمای اتاق نگهداری شود.,---
382,Inderal,مهار کننده گیرنده بتا2,"ضد فشار خون , ضد میگرن",پروپرانولول,"قرص , آمپول",گروه C,"فشار خون , بی نظمی ریتم قلبی, درمان درد قلبی , پیشگیری سردرد عروقی",در فشار خون 40 میلی گرم 2 بار در روز  و در آریتمی 0.2 میلی گرم به ازای هر کیلوگرم,"در مورد شوک قلبی , نارسایی احتقانی قلبی, آسم ریوی ممنوع است.","خستگی , کاهش فشار خون , درد قفسه سینه  , وزوز گوش , اشکال در صحبت کردن, تهوع , اسهال , شب ادراری , کاهش میل جنسی , عفونت  مجاری ادراری , درد کلیوی , درد مفاصل و کمر درد و ضایعات پوستی",فشار خون و نوار قلب بیمار باید کنترل شود. دارو به همراه  غذا تجویز شود.,مصرف دارو نباید به طور ناگهانی قطع شود.این دارو در سالمندان با احتیاط مصرف شود. در موارد اضطراب و تپش قلب هم کاربرد دارد.,PROPRANOLOL,در دمای اتاق نگهداری شود.,---
383,Betoptic,مهار کننده گیرنده های بتا,ضد آب سیاه (گلوکوم),بتاکسلول,قطره,گروه C,افزایش فشار داخلی کره چشم و فشار بالای داخل چشمی,بنا به دستور پزشک,"بلوک قلبی درجه 2 و 3 ,آسم , بیماری مزمن ریوی و نارسایی قلبی","ریزش اشک, قرمزی, ترس از نور و به ندرت بی خوابی",این دارو را پزشک پس از عمل لیزر در بیماران آب سیاه توصیه میکند. فشار خون بیمار باید کنترل شود.دارو ممکن است باعث کاهش فشار خون زیرا می تواند جذب سیستمیک داشته باشد.,بیمار نباید دارو را به طور ناگهانی قطع کند. از راننگی و کارهای دقیق و ظریف خودداری نمایید. ممکن است تنگی نفس هم بروز کند.,BETAXOLOL,در دمای اتاق نگهداری شود.,با داروی تیمولول مشابه است و عوارض مشابه آن دارد.
384,Marplan,مهار کننده منوآمین اکسیداز,ضد افسردگی,ايزو کربوکسازيد,قرص 10 میلی گرمی,گروه C,"افسردگی در کودکان بیش فعال بی توجه ( ADHD) و بیماری وسواس و اختلالات پانیک , درد های مزمن و میگرن", در افسردگی یک قرص در روز و در طول یک هفته به 3 قرص روزانه افزایش یابد.,"حساسیت شدید به دارو , نارسایی قلبی , کودکان و سالمندان و در نارسایی کلیه و کبد","عوارض متضاد را میتواند ایجاد کند مثل بی خوابی یا خواب آلودگی , تغییرات فشار خون , یبوست , خشکی دهان , ضعف , زردی , افزایش اشتها , اسهال , عرق شدید , ضایعات پوستی",پس از بهبودی اولیه میزان مصرف را کاهش دهید. برای ارزیابی مفید بودن دارو یک ماه وقت لازم است.,در صورت بروز هر گونه علائم آزار دهنده به پزشک اطلاع  دهید. بیمار به طور همزمان نباید از الکل یا کافئین استفاده نماید.,ISOCARBOXAZID,در دمای اتاق نگهداری شود.,---
385,Hospholine Iodide,مهار کننده های کولین استراز,ضد گلوکوم(آب سیاه چشم),يديد اکوتيوفات,قطره استریل چشمی,گروه X,"گلوکوم زاویه باز مزمن یا گلوکوم ناشی از عمل جراحی, کاتاراکت (آب مروارید) , اقدامات تشخیصی چشم پزشکی ( تشخیص ازوتروپی تطابقی)",روزانه یک قطره,"حساسیت شدید دارویی, اووئیت حاد , پارکینسون , آسم , زخم معده","سردرد , اختلال قلبی , تاری دید , تکرار ادرار , تهوع , استفراغ , اسهال",مصرف این دارو باید 2 تا 3 هفته قبل از عمل قطع شود.حداکثر میزان استعمال دارو در چشم 2 قطره روزانه در بالغین است.,در صورت استفاده طولانی مدت آن بهد از یک ماه دارو را برای چند روز قطع سپس شروع کنید.,ECHOTHIOPHATE IODIDE,در دمای 15 تا  30 درجه نگهداری شود.,---
386,Pesid,مهار کننده و گیرنده H2,ضد زخم معده,فاموتيدين,قرص 20  و 40 میلی گرمی,گروه B,"در زخم معده و روده , جلوگیری از عود زخم و جلوگیری از برگشت مواد غذایی یا اسید از معده به مری","در زخم معده , شبانه یک عدد قرص 40 میلی گرمی به مدت 1 تا 2 ماه استفاده شود.",حساسیت شدید دارویی,"اسهال , سرگیجه , ضایعات پوستی , بزرگ شدن پستان",کارکرد کلیه باید کنترل شود. دارو بهتر است به همراه غذا یا مایع تجویز شود.,برای ظهور آثار درمانی چند روز وقت لازم است.بهتر است همراه آنتی اسید مصرف نشود.  در هنگام مصرف از رانندگی پرهیز کنید.,FAMOTIDINE,در دمای اتاق نگهداری شود.,---
387,Azopt,مهار کننده کربنیک آنهیدراز,ضد آب سیاه چشم,برينزولاميد (چشمي),سوسپانسیون 1%,گروه C,کاهش فشار کره چشم,یک قطره هر 8 ساعت,حساسیت مصرف و نارسایی کلیه,"سوزش چشم , تاری دید , تهوع , و ضایعات جلدی و چشمی",این دارو از طریق سیستمیک جذب می شود . این دارو آثار سیستمیک به جا می گذارد.وضعیت کبد را با آزمایشهای کبدی کنترل کنید. در صورت استفاده از قطره های چشمی دیگر باید بین 2 تا 10 دقیقه فاصله باشد.,در ابتدای درمان ممکن است اختلال بینایی به طور موقت تظاهر کند.,BRINZOLAMIDE (OPHTALMIC),در دمای اتاق نگهداری شود.,---
388,Tensilon,مهار کننده کولین استراز,ضد مسمومیت ( داروهای بلوک عصبی غیر دپلاریزان),ادروفونيوم,تزریقی (آمپول 10 میلی گرمی),گروه C,برای تشخیص بیماری میاستنی گراویس و بررسی نتایج درمانی در میانستنی کاربرد دارد.,"2 میلی گرم در ابتدا تزریق وریدی سپس 8 میلی گرم بقیه در صورت عدم پاسخ , تزریق می شود.","حساسیت شدید دارویی, انسداد روده و حالب","ضعف عمومی , تهوع , استفراغ , درد و گرفتگی عضلات , تشنج , اسهال , تنگی نفس","به علت خطر مسمومیت با آن , آتروپین سولفات باید آماده باشد. این دارو سریع الاثر می باشد.کودکان وسالمندان به این دارو حساسترند.",عوارض جانبی دارو گذرا است.,EDROPHONIUM,در دمای اتاق نگهداری شود.,---
389,Duraphat,مواد معدنی,پیشگیری از پوسیدگی دندان,فلورايد,"قرص , محلول دهان شویه , قطره و ژل",گروه B,"پیشگیری از پوسیدگی دندان به ویژه در آّ شامیدنی , مناطقی که فلوراید آن کمتر از (0.7PPM) باشد.در درمان پوکی استخوان هم کاربرد دارد.",در سنین مختلف متفاوت است و به میزان غلظت فلوراید در آب آشامیدنی بستگی دارد.,حساسیت شدید دارویی,"سردرد, ناراحتی گوارشی , ضایعات جلدی و تغییر رنگ دندان در زمان استفاده از دهان شویه",توصیه نمایید بیمار به صورت همزمان از مصرف لبنیات خودداری کند.,"در بالغین میزان 5 تا 10 میلی گرم باعث مسمومیت می شود که با تشنج یا آریتمی قلبی همراه است, اسهال شدید , مدفوع قیری رنگ , خواب آلودگی شدید و درد شدید شکمی از علائم مسمومیت است.",FLUORIDE,در دمای اتاق نگهداری شود. این دارو حتما در ظروف در بسته نگهداری شود.,---
390,. . . . .,مولتي ويتامين,مکمل غذایی,مولتي ويتامين,"قرص , کپسول , شربت",گروه B,"این دارو حاوی ویتامین های A,D,E,B1,B2,B6,B12 و نیکوتینیک اسید , ویتامین C  , کلسیم و بیوتین است.",یک قرص روزانه یا 5 سی سی شربت یا یک کپسول,مورد خاصی وجود ندارد.,مصرف خودسرانه ویتامین ها ممنوع است . زیرا میزان بالای آن پر عارضه خواهد بود.,"کودکان با سوء تغذیه , مادران باردار و شیرده نیاز به برنامه خاص دارند.",طبق دستور پزشک دارو مصرف شود.,MULTIVITAMIN,در دمای معمولی نگهداری شود.,"دو نوع مولتی ویتامین به همراه آهن یا املاح  , ترکیب مشابه است."
391,Liquaemin,موکوپلی ساکاراید,ضد انعقاد,هپارين سديم,تزریقی,گروه C,"پروفیلاکسی ( پیشگیری ) و درمان لخته های وریدی عمقی به ویژه در اندام های تحتانی , درمان آنژین قلبی ناپایدار و درمان کمکی در انفارکتوس میوکارد , تشخیص و درمان انعقاد منتشر داخل عروقی ( DIC)","در پیشگیری  با میزان پایین دارو همراه است 300 واحد به ازای به ازای هر کیلوگرم وزن بدن , در حملات مغزی 3 تا 5 هزار واحد وریدی و به دنبال آن 600 تا 1000 واحد در هر ساعت","خونریزی شدید , کاهش تعداد پلاکت , در هموفیلی یا بیماری کبد ممنوع است.","خونریزی , درد  خفیف , تب , خارش","در مسمومیت شدید , خونریزی علامت بارزی است معمولا با قطع دارو بهبود می یابد. در صورت عدم بهبودی از داروی پروتامین سولفات استفاده کنید. تزریق وریدی هپارین بر  نوع زیر جلدی یا عضلانی ارجح است.","در صورت خونریزی یا ضایعات جلدی ( پوست) به پزشک اطلاع دهید. در صورت فراموشی یک وعده دارو , میزان 2 برابر آن در وعده بعدی پرهیز کنید.",HEPARIN,در دمای اتاق نگهداری شود.,---
392,Calsium dobesilate,مکمل های کلسیم,درمان اختلالات عروق,کلسيم دبسيلات,قرص 250 میلی گرمی,مطالعه نشده است.,"اختلال عروق و نارسایی عروق , ضایعات شبکیه چشم , ادم اندام ها",روزانه 500 تا 1000 میلی گرم خوراکی,بالا بودن کلسیم خون و سنگ کلیوی,"یبوست , خشکی دهان , بی اشتهایی","این دارو با داروهای آنتی بیوتیک (تتراسیکلین) فنی توئین , آهن و آسپیرین تداخل دارد.",دارو را همراه با غذا مصرف کنید.,CALCIUM DOBESILATE,در دمای اتاق نگهداری شود.,---
393,Alegel,نمک (ملح) آلومینیوم,آنتی اسید,آلومينيوم هيدرواکسايد,"قرص , شربت",گروه C,"آنتی اسید , کنترل اسید (کنترل و کاهش اسیدیتی معده) و افزایش فسفات خون در نارسایی کلیه",600 میلیگرم از راه خوراکی,"کاهش فسفات خون , نارسایی کلیه , یبوست , اسهال مزمن ولی در هموروئید و سالمندان با احتیاط مصرف شود.","یبوست , مسمومیت با آلومینیوم , بی اشتهایی , و ضعف عضلانی",در مورد علائم کاهش فسفات مثل ضعف و بی حالی هشدار داده شود.,کاهش اشتها و یبوست را به بیمار تذکر دهید.,ALUMINIUM HYDROXID,در دمای 15 تا  30 درجه نگهداری شود.,---
394,Botox - Dysport,نوروتوکسین - مهار کننده عصبی عضلانی,شل کننده عضلانی,بوتولينومتوکسين - آ,ویال ( تزریقی),گروه C,"استرابیسم (چشم) , بلفارو اسپاسم , کمر درد , گرفتگی (اسپاسم) عضلات , ضایعات فلج مغزی و فلج اطفال",بنا بر مورد متفاوت است.,حساسیت شدید و بیماران میاستنی گراویس,"در چشم , ریزش اشک و ترس از نور و خشکی و زخم قرینیه و در عضلات :شلی شدید عضلانی","در  هنگام تزریق دارو , داروها و امکانات احیاء را به علت احتمال بروز حساسیت دارویی آماده کنید.از یک ویال فقط یک بار می توان استفاده کرد.",پس از تزریق گاهی بیمار خواب آلود است و دچار ضعف عمومی می گردد. این دارو با بعضی از آنتی بیوتیک ها مثل جنتامایسین و تتراسایکلین تداخل دارویی دارد.,BOTULINUM TOXIN-A,پودر آن در دمای زیر 5 درجه نگهداری شود.,این دارو گران قیمت است و تنها در موارد خاص که مداخ
